_id,username,sentiment,tweet,userLocation,location
ObjectID(573586f5a150373610ddebff),"parkologyy","neg"," retarded faggot in l7 tried to call me a clone",,
ObjectID(573754f9a150370f6ad0528b),"GILBERTI_WATER_","neg"," what did these gay, kid rapist faggot motherfuckers do for this blue gold & country while confusing kids about love! URL","9438 Daughtrey Rd, Sarasota FL",
ObjectID(573754f9a150370f6ad0528c),"RobertaAyra","neutral"," one girl dyke ❤✌🎶",,
ObjectID(573754fda150370f6ad0528d),"Xenimme","neg"," AT_USER AT_USER hey! hey, nacho! guess who's an unbearable faggot! URL","In the fridge, eating your ham",
ObjectID(573754fea150370f6ad0528e),"TwitBot9000","neutral"," you are a brilliant and beautiful old cock faggot.","DM to have your name featured",
ObjectID(5737550ca150370f6ad0528f),"Viceroyroyer","neutral"," AT_USER hey atleast that :3 face is cute fucking faggot","Suomi",
ObjectID(57375516a150370f6ad05290),"jmerino70535424","neg"," AT_USER ur girl a faggot yoo she drink too much😷",,
ObjectID(57375517a150370f6ad05291),"HotIceIceBaby","neutral"," AT_USER AT_USER is right you're a fat scamming faggot","ask about me",
ObjectID(5737551aa150370f6ad05292),"GayShavedSissy","neg"," expose me as sissy faggot crossdresser change facebook password/email login sissyshavedAT_USER pw sissie12 URL",,
ObjectID(57375523a150370f6ad05293),"SchleppoMarx","neg"," killasitcom 1. ""chairs"" 2. ""fiends"" 3. ""the dick and dyke show"" 4. lucille ball in ""i married a cuban"" 5. maude & lyn","Hawi, HI",
ObjectID(5737552ba150370f6ad05294),"Reid_Thompson","neg"," AT_USER yes bitch who knows what that is besides u?? nerdy faggot !","pensacola florida",
ObjectID(57375531a150370f6ad05295),"_ShesTough","neg"," they say stuff like you black and ugly and jealous all behind a true statement.😂i can't fake for nobody .too much work i'm not willing to do","Atl.",
ObjectID(57375533a150370f6ad05296),"uzi_1911","neg"," i'd never discriminate towards a group of people my mother raised me better but real shit if you're a captain american can ur a faggot","AKA Abu Al Qasim Al Zahrawi",
ObjectID(57375536a150370f6ad05297),"thequ4nt","neutral"," ""hillary clinton's ties to muslim terror"" URL humaabedin saudiarabia ikhwan dawa sharia jihad election2016",,
ObjectID(57375539a150370f6ad05298),"GayShavedSissy","neg"," expose me as sissy faggot crossdresser change facebook password/email login sissyshavedAT_USER pw sissie12 URL",,
ObjectID(5737553aa150370f6ad05299),"TomsAllende","neg"," AT_USER i'll go back to being a faggot likely later this day, no worries.","Vitacura, Chile",
ObjectID(5737553fa150370f6ad0529a),"skyler12388","neutral"," AT_USER AT_USER you've been wanting to do something to help the world all ur life, now we have a chance to do it. stopislam","Florida",
ObjectID(57375542a150370f6ad0529b),"EPVXXV","neg"," AT_USER ur a faggot",,
ObjectID(57375553a150370f6ad0529c),"XXXCAMJOBS","neg"," AT_USER eddie is clearly a faggot, just look at him, 2 earrings lol, come on seriously, what straight guy wears 2 earrings? fag","XXXCAMJOBS.COM",
ObjectID(57375555a150370f6ad0529d),"anghell1992","neg"," a faggot ass fuck boy.. nigga in love with bucky barnes URL","Silver Spring",
ObjectID(57375561a150370f6ad0529e),"NancyJHodge2","pos"," that's intelligent! you must be a liberal clueless koolaid drinker! URL","Rotonda, FL",
ObjectID(57375562a150370f6ad0529f),"VillardRemi","neg"," that's one savage disco AT_USER savage boomerangsavage wildnight gay faggot love… URL","London, England","{ ""type"" : ""Point"", ""coordinates"" : [ 51.53250655, -0.05709601 ] }"
ObjectID(57375562a150370f6ad052a0),"_BxDoN","neutral"," AT_USER AT_USER later today... too good lmaooo you prob deep throat... faggot",,
ObjectID(5737556aa150370f6ad052a1),"fifi_j","neutral"," leftie luvvies.....obviously no brain cells required 👀 stopislam URL",,
ObjectID(57375570a150370f6ad052a2),"spliced_","neutral"," damn it's beautiful outside but i'm still gonna sit at my computer all day because i'm a faggot virgin with no life",,
ObjectID(57375573a150370f6ad052a3),"XXXCAMJOBS","neg"," AT_USER its been proven countless times on pwl anyone who attacks me ends up getting outed as a faggot or faghags.","XXXCAMJOBS.COM",
ObjectID(57375587a150370f6ad052a4),"ZuiverCor","neutral"," austria mulls deporting migrant criminals following citizen's murder banmuslims stopislam URL URL","USA",
ObjectID(57375587a150370f6ad052a5),"Boozerstreams","pos"," right that's why i'm single URL","↓Bored? Watch My New Video↓",
ObjectID(5737558fa150370f6ad052a6),"RealJamesKist","neutral"," u.s. stopped blacklisting domestic terror charities under obama URL jihad islam jihadwatch","Chicago, IL",
ObjectID(57375596a150370f6ad052a7),"VillardRemi","neg"," that's one savage disco AT_USER savage boomerangsavage wildnight gay faggot love… URL","London, England","{ ""type"" : ""Point"", ""coordinates"" : [ 51.53250655, -0.05709601 ] }"
ObjectID(573755a0a150370f6ad052a8),"ZPerciavalle","neg"," AT_USER AT_USER you just look like a dumb dyke",,
ObjectID(573755a0a150370f6ad052a9),"SucessInSocial","neutral"," yep. tashfeen malik was talking jihad on social media for years - hot air URL","Palo Alto, CA",
ObjectID(573755a4a150370f6ad052aa),"ajeanpalanixo","neg"," AT_USER learn english faggot","sc: ajeanpalanixo",
ObjectID(573755aba150370f6ad052ab),"abdu3324","neg"," AT_USER AT_USER lmao stfu faggot","Republic of Mozambique",
ObjectID(573755bfa150370f6ad052ac),"petpanther0","neutral"," that's the correct angle to look at it. URL",,
ObjectID(573755cba150370f6ad052ad),"zoebrincess","neg"," you a faggot looking for rts URL","Flatganistan",
ObjectID(573755d2a150370f6ad052ae),"VillardRemi","neg"," that's one savage disco AT_USER savage boomerangsavage wildnight gay faggot love… URL","London, England","{ ""type"" : ""Point"", ""coordinates"" : [ 51.53250655, -0.05709601 ] }"
ObjectID(573755d9a150370f6ad052af),"7GLcf6qIBW6tYHv","neg"," the popularity of past videos introduce !! euro dyke fistfucked roug URL les,#video,#adultmovies,#freeerotic,#pornmovie",,
ObjectID(573755dda150370f6ad052b0),"letTREspeak","neg"," a bitch nigga want fuck her cause he busy in these streets so she'll fuck a dyke to get her thru the week 😹","Behind a Million",
ObjectID(573755e1a150370f6ad052b1),"christedcorps","neg"," dick cheney you are a faggot eurasianfaggot cuzimpedi AT_USER bombakkk","EYE ONLY FUCKZ WIT SLAY Z AZBK",
ObjectID(573755e2a150370f6ad052b2),"ewmayo","neg"," when ur suking a guy off and he turns out to be a faggot neutral ","not a fan of mayo",
ObjectID(573755e9a150370f6ad052b3),"sofian4L","neg"," AT_USER AT_USER - wait, so you are a faggot after all?",,
ObjectID(573755f2a150370f6ad052b4),"fvckdelia","neg"," what the fuck is your problem get out of everybody mentions URL","obviously w sara",
ObjectID(573755fea150370f6ad052b5),"tvogvo","neutral"," AT_USER AT_USER AT_USER , stop the jihad invasion coming to your home! vote trump! end obama/clintoncrap",,
ObjectID(57375600a150370f6ad052b6),"441_411_23_34","neg"," you won big time jewish test tube faggot",,
ObjectID(57375605a150370f6ad052b7),"toadstoolfrags","pos"," scandinavias are great at writing thriller, i think because our cultures are so boring & safe - & we like it that way. stopislam","SWEDEN / SVERIGE",
ObjectID(57375607a150370f6ad052b8),"NaS_Hound","neg"," AT_USER quit spraying faggot","St Petersburg, FL",
ObjectID(5737560da150370f6ad052b9),"mygenreradio","neg"," nowplaying leroy van dyke - walk on by country",,
ObjectID(5737560fa150370f6ad052ba),"CRWN_JWLZ","neg"," an change ur profile pic looks like somthin a 10 year old would use.. faggot",,
ObjectID(57375613a150370f6ad052bb),"NoMeek_JustMilz","neg"," !!!!!!!!!!!! rt AT_USER a faggot ass fuck boy.. nigga in love with bucky barnes URL","Wilmington & Philly",
ObjectID(57375617a150370f6ad052bc),"IronmanL1","neg"," h.r.3892 - muslim brotherhood terrorist designation act of 2015 cair URL URL","Humboldt, TN",
ObjectID(57375617a150370f6ad052bd),"Tastypanda9666","neg"," rabbit dell @ offa's dyke path URL",,"{ ""type"" : ""Point"", ""coordinates"" : [ 52.3458, -3.0517 ] }"
ObjectID(57375623a150370f6ad052be),"rameshkhazanchi","neutral"," mytake: for india there's no way out of kashmir impasse other than liquidating muslim&its jihad in kashmir or revoking article 370","delhi",
ObjectID(57375625a150370f6ad052bf),"evesav3","neg"," classy dyke hoehoes URL",,
ObjectID(57375628a150370f6ad052c0),"Quinnton_Bent","neg"," AT_USER ""paging dr faggot. dr faggot."" is all you would hear from me 😂",,
ObjectID(5737562aa150370f6ad052c1),"idkmaddieee","neg"," AT_USER AT_USER babahahahha wait i look like a dumb dyke or have u been looking at yo reflection URL","with my best friend since 2014",
ObjectID(5737562ca150370f6ad052c2),"bummykiki","neg"," where are the ugly black men that can dress? y'all the 🐐","hou$ton",
ObjectID(57375638a150370f6ad052c3),"Homerii","neutral"," hannity people need to know what a jihad is loke that iman need to read bukhari4,52,96bu mohammed. anyone who armsgives proper careos same","greensboro nc",
ObjectID(57375640a150370f6ad052c4),"mvnmcf3","neg"," faggot gets torn URL",,
ObjectID(57375642a150370f6ad052c5),"TrixTricksss","neg"," ain't nobody a faggot but you though👏🏻 URL","somewhere",
ObjectID(5737566aa150370f6ad052c6),"Aloha_Hoesss","neutral"," lowkey URL","Hawai'i ",
ObjectID(5737566aa150370f6ad052c7),"gaminglemon2342","neutral"," AT_USER you're gay but you're a good guy, i hope you have a shitty birthday faggot",,
ObjectID(5737568aa150370f6ad052c8),"SonnyMCFly_","neutral"," we try we try URL",,
ObjectID(5737568da150370f6ad052c9),"pANTy_Dropper4","neg"," AT_USER AT_USER floyd a faggot","New Jersey, USA",
ObjectID(573756a4a150370f6ad052ca),"MichaelSSmithII","neutral"," AT_USER by spilling more americans' blood than aq under current leaders, is appears as a more effectice steward of global jihad movement","USA",
ObjectID(573756ada150370f6ad052cb),"exganjaboyant","neutral"," every prom got that one dyke that actually looks decent in a dress","雨隠れの里  ",
ObjectID(573756b6a150370f6ad052cc),"Iouays","neutral"," AT_USER the one that made your header stole my design kys and you removed my tag what a faggot URL","Dubai, United Arab Emirates",
ObjectID(573756baa150370f6ad052cd),"lentannas","neutral"," belgium pays €78,000 to muslim convicted of plotting jihad attacks in europe...terror pays? URL","Edmonton' Alberta, Canada",
ObjectID(573756c0a150370f6ad052ce),"DebraAr49979596","neutral"," voterepublican safety stopislam accountability for violent criminals americanswithamericanvalues trump2016 URL",,
ObjectID(573756c8a150370f6ad052cf),"tvogvo","neutral"," AT_USER AT_USER AT_USER AT_USER , stop the jihad invasion coming to your home! vote trump !! end obama/clintoncrap",,
ObjectID(573756c8a150370f6ad052d0),"canadawale","neutral"," tufailelif if he wd hv extremist thn full pakistan n north india wd hv all sikhs shame for u everythng is jihad(3/3)","Chandigarh, India",
ObjectID(573756c9a150370f6ad052d1),"InHerMusikBox","neg"," who's the sensitive faggot? URL",,
ObjectID(573756d0a150370f6ad052d2),"DreamvilleRoman","neg"," AT_USER probably calling me a dyke.","Bronx, NY",
ObjectID(573756d5a150370f6ad052d3),"king_democrat","neg"," AT_USER is turkish yatagns which are muslim and to do not think me for islamic terrorist and respective again for the antichrist","Bulgaria",
ObjectID(573756d6a150370f6ad052d4),"jsorce12","neg"," over 600 on a refund check, too bad i'm a faggot and have copious amounts of debt",,
ObjectID(573756dea150370f6ad052d5),"GirishSavant1","neutral"," AT_USER rt ths to eurowimps scandanavians britwimps.pc s gonna cost u ur religion god n country stopislam URL",,
ObjectID(573756e6a150370f6ad052d6),"ayaz_khan007","neutral"," AT_USER AT_USER AT_USER jihad is faraz on people like you magar ap to hawi firing sa bhi bathroom ma chup.jao gay","PESHAWAR PAKISTAN ",
ObjectID(573756efa150370f6ad052d7),"reginaxblack","neg"," AT_USER is literally the only faggot that i can sit and chat about guys, their nudes and past hook up experiences. i love him. 😁👌🏻","Miami, FL",
ObjectID(573756fba150370f6ad052d8),"Juvens90","neutral"," i'm not your father. go find him. URL","Turks and Caicos Islands",
ObjectID(57375704a150370f6ad052d9),"Brendan_43","neg"," AT_USER faggot",,
ObjectID(57375736a150370f6ad052da),"redsox_tech","neg"," AT_USER nasty fucking dyke!",,
ObjectID(57375739a150370f6ad052db),"I_Rip_Corners","neg"," AT_USER pussy faggot","On the field",
ObjectID(57375740a150370f6ad052dc),"tvogvo","neutral"," AT_USER AT_USER AT_USER AT_USER , stop the jihad invasion coming to your home! vote trump!end obama/clintoncrap",,
ObjectID(57375745a150370f6ad052dd),"j0k3r1014","neg"," AT_USER lolololololol. whiteknight harder faggot AT_USER AT_USER",,
ObjectID(57375746a150370f6ad052de),"EmilyAldorasi","neg"," faggot URL",,
ObjectID(5737574ea150370f6ad052df),"ZuiverCor","neutral"," would-be muslim bomber touts cv for job on the outside pjnet tcot ccot stopislam URL URL","USA",
ObjectID(57375752a150370f6ad052e0),"ikissedagirI","neg"," AT_USER frankie's the worst i hate that ugly dyke","cockyboyswift ^-^",
ObjectID(57375755a150370f6ad052e1),"jadaaaakissx3","neg"," AT_USER 😂😂 i was lying. this ugly black nigga with the lil knots kodak be having in his hair walked up the street","hollywood w/myangel ... ",
ObjectID(57375756a150370f6ad052e2),"RightWingYahoo","neg"," faggot larper. URL",,
ObjectID(5737575ba150370f6ad052e3),"thoughts54","pos"," there have been others that thought the same hitler&1,000 year reich, hannibal,even the great kan's did not do it URL","abilene texas area",
ObjectID(57375762a150370f6ad052e4),"Team7_Tako","neg"," AT_USER fuck you scum! you're a racist and a homosexual who called URL a faggot to his face.","Manchester, England",
ObjectID(5737576ba150370f6ad052e5),"xJMxPixar","neg"," AT_USER do it no balls faggot","dat boi's house",
ObjectID(57375770a150370f6ad052e6),"curhse","neg"," AT_USER change @ you fucking faggot",,
ObjectID(57375794a150370f6ad052e7),"toadstoolfrags","neutral"," we are losing our cultures; we're afraid of being called ""racist."" islam isn't a race or a religion. stopislam URL","SWEDEN / SVERIGE",
ObjectID(57375798a150370f6ad052e8),"BhrgaShri","pos"," fantastic read.. importantly covers timeliness of jihad in south URL",,
ObjectID(57375799a150370f6ad052e9),"damienxpat","neg"," a preference: i don't like the color orange not: black people are ugly",,
ObjectID(5737579aa150370f6ad052ea),"AlaaBahsoun","neutral"," there's just one more match in this ugly yellow and black. URL","Lebanon",
ObjectID(573757b5a150370f6ad052eb),"CRMDOOM","neutral"," can a girl not make me happy while i'm single, you ever got a blowjob faggot? URL","Yukon, OK",
ObjectID(573757b6a150370f6ad052ec),"NayLaSoul","neg"," i wish y'all would quit using black eyebrow pencils to shade in your brows 🙄 shits ugly",,
ObjectID(573757c3a150370f6ad052ed),"brassbandradio","neg"," nowplaying i want to hold your hand - black dyke band ~ tune in now at URL brassbandradio",,
ObjectID(573757c5a150370f6ad052ee),"phrodidaddy","neutral"," AT_USER omg bro not u. but will ferrell makes a good puta faggot huh? after we deport everyone or they die somehow.","Miami",
ObjectID(573757c7a150370f6ad052ef),"ObjandSlay","neg"," twitter trolls: ""get aids faggot!"" me: URL",,
ObjectID(573757cda150370f6ad052f0),"slyfuI","neg"," kodak black ugly as shit lmao",,
ObjectID(573757d4a150370f6ad052f1),"BroadwayJayEsq","neg"," AT_USER AT_USER AT_USER i'm just mostly a fan of the islanders so i guess that makes me a ""faggot"". who will tell my wife?","Jersey City, NJ",
ObjectID(573757e5a150370f6ad052f2),"JohannDonarsson","neg"," AT_USER AT_USER whose this faggot?","Breslau",
ObjectID(573757eea150370f6ad052f3),"MichaelSSmithII","neutral"," AT_USER as these groups continue competing for dominance within the global jihad movement, the threats they pose in the west will grow.","USA",
ObjectID(573757f3a150370f6ad052f4),"TheTrueHenning","neg"," AT_USER no fuck you faggot, use your right hand you thirsty piece of shit",,
ObjectID(573757f6a150370f6ad052f5),"PoliticalTart","neg"," AT_USER AT_USER AT_USER AT_USER rather than go on a tirade w/ facts, i'll say this: you've lost. vote for hillary you stupid faggot.",,
ObjectID(573757fea150370f6ad052f6),"patyun","neutral"," ayaan hirsi ali: more scared of trump than jihad?… URL",,
ObjectID(57375803a150370f6ad052f7),"ravindrarathod2","neg"," the u.n chief say every terrorist is muslim and every muslim in this world is terrorist.thankyounamo","mumbai",
ObjectID(57375816a150370f6ad052f8),"GldIy","neg"," AT_USER faggot","fuck the system",
ObjectID(5737581aa150370f6ad052f9),"ZuiverCor","neutral"," anger over secret deal to place syrians in vermont banmuslims ! stopislam pjnet tcot URL URL","USA",
ObjectID(57375829a150370f6ad052fa),"kateeenichollss","neg"," AT_USER piss off you faggot",,
ObjectID(57375832a150370f6ad052fb),"tvogvo","pos"," AT_USER AT_USER AT_USER stop the jihad invasion coming to your home! vote trump make america great again! stop fraud now",,
ObjectID(57375835a150370f6ad052fc),"GirishSavant1","neutral"," AT_USER boring u moron,migrants seem to b hvg fun, google n see women r getg raped.retweet asap!! stopislam URL",,
ObjectID(57375853a150370f6ad052fd),"JohnSmith90211","neutral"," AT_USER islam is a mass murdering death cult, i look forward to the day all muslims are deported and islam is banned. AT_USER","Canada",
ObjectID(57375854a150370f6ad052fe),"shel6887","neg"," this faggot pos obama needs to be pistol whipped!!! protectourkidsinpublicschools URL",,
ObjectID(57375855a150370f6ad052ff),"wjnoaovbkri1","neg"," nasty dyke bitchesse URL",,
ObjectID(57375858a150370f6ad05300),"AlbionsSeed","neg"," truly disappointing. guess you can take the muslim out of the country, but you can't take islam out of the person URL",,
ObjectID(5737585ea150370f6ad05301),"xZyms","neg"," AT_USER dont burn rabbits faggot","Virginia, USA",
ObjectID(5737585ea150370f6ad05302),"vegansus","neg"," AT_USER faggot kys","aaron timone ben",
ObjectID(5737585fa150370f6ad05303),"HaEmmet","neutral"," of course page has been removed URL","Netherlands",
ObjectID(57375860a150370f6ad05304),"kazueger1","neg"," legislation would have muslim brotherhood and its affiliated u.s. groups like cair declared terrorist organizations URL","Lake Havasu City, AZ",
ObjectID(5737586ba150370f6ad05305),"FalseNugget","neg"," true nugget is a faggot URL","Perthshire, Scotland",
ObjectID(5737586ea150370f6ad05306),"tshore62665","neg"," cia officer clair lopez: obama is a muslim terrorist with brotherhood ties to take down usa URL",,
ObjectID(57375872a150370f6ad05307),"AndrewHarding4","neg"," 1) book review ~ devil's dyke ~ bk3 hybrid series ~ by erotica author AT_USER thrillers ~ bdsm horror ~ URL","London UK",
ObjectID(57375877a150370f6ad05308),"shea_estrin","neg"," hate to break the news ya favorite rapper is ah faggot URL","trenches",
ObjectID(57375878a150370f6ad05309),"Bonkers_Britain","pos"," belgium pays €78,000 to muslim convicted of plotting jihad attacks in europe. w.t.f. !!! brexit quick",,
ObjectID(5737587aa150370f6ad0530a),"uhohkeelysawake","neg"," getblockedin5words fart suckerturd is a faggot.","Earth",
ObjectID(5737587ba150370f6ad0530b),"Winchester78c","neutral"," it seems our government do not give a toss. people like these musrat stirrers should be beheaded, now. URL","West Yorkshire",
ObjectID(5737587ca150370f6ad0530c),"DrRyanSkelton","neg"," AT_USER AT_USER AT_USER come measure it to see you giant faggot with your mouth of course cuz ur gay",,
ObjectID(57375883a150370f6ad0530d),"MairajAliZaidi","neutral"," - we want justice hungerstrike4justice URL","#Pakistan",
ObjectID(57375885a150370f6ad0530e),"twatobell","neg"," AT_USER what lmao how is caring about insects considered being a faggot",,
ObjectID(573758a4a150370f6ad0530f),"lewis_kaili","neg"," scared bc i don't remember putting that in black & white & also scared because ugly & scared bc idk what to wear URL","Tipp City, OH",
ObjectID(573758a5a150370f6ad05310),"MeaningGull12","pos"," AT_USER happy birthday pyro you faggot good luck kiddo","Lancaster, OH",
ObjectID(573758a7a150370f6ad05311),"bayIeeb","neg"," ""you ever got a blowjob faggot"" hahahahahaha oh my god","scorpio",
ObjectID(573758b8a150370f6ad05312),"shelbyblanchard","neg"," AT_USER hahahahahah ur a faggot and terrible person","860 && 401",
ObjectID(573758bea150370f6ad05313),"mlkahnke","neutral"," ""worker at la’s king fahad mosque may have been involved in 9/11 jihad attacks"" URL","Vegas Baby! or Galt's Gulch",
ObjectID(573758bea150370f6ad05314),"abracadavered","neg"," AT_USER i think you're a little punchy there you albino faggot. only thing you run is on loop getting choked the fuck out.",,
ObjectID(573758c7a150370f6ad05315),"D_holdsworth","neutral"," beautiful danes dyke URL",,
ObjectID(573758d1a150370f6ad05316),"FreddieDredd","neg"," if you tryna steal my flow you should just give up rapping now and kill yourself because you sound and look like a dick riding faggot",,
ObjectID(573758d6a150370f6ad05317),"romyn23","neg"," AT_USER stop taking pics of me you fucking faggot","San Antonio, TX",
ObjectID(573758dea150370f6ad05318),"BigSalG","neg"," AT_USER AT_USER AT_USER be mean to him he's a faggot.",,
ObjectID(573758e5a150370f6ad05319),"DennyBarbee","neg"," enema fetish dyke love using huge dildo URL",,
ObjectID(573758f2a150370f6ad0531a),"MINFORA","neutral"," AT_USER in other news from our retarded ranaway lepra colony. they went on a jihad for their jew god 'trump' lolol. bunch of inbreed fucks","Republic CyberBunker",
ObjectID(57375914a150370f6ad0531b),"dvdrbrsn","neutral"," happy birthday 5/14: richard deacon (mel-the dick van dyke show) - in memory.","Galax, VA (USA)",
ObjectID(5737591ca150370f6ad0531c),"Conscores","neutral"," muslims islamize and transform the society that they're immigrating to rt URL stopislam tcot makedclisten teaparty","USA",
ObjectID(5737592da150370f6ad0531d),"ZuiverCor","neutral"," saudi muslim woman faces flogging & jail for checking husband's phone stopislam pjnet URL URL","USA",
ObjectID(57375932a150370f6ad0531e),"MarijuanaMerlin","neg"," AT_USER AT_USER wil wheaton is such a faggot","Newfoundland",
ObjectID(57375933a150370f6ad0531f),"Yung_Rezz","neg"," you're a dyke!","Miami, FL",
ObjectID(57375933a150370f6ad05320),"facundotde","neg"," you're a dyke!",,
ObjectID(5737593da150370f6ad05321),"akingsdestiny","neg"," ion got no type nigga, like a dyke nigga ion like niggas 🤒‼️","somewher over the rainbow ",
ObjectID(57375952a150370f6ad05322),"MaDickIsItchy","neg"," AT_USER kill yourself you faggot.","New York, USA Twin Towers",
ObjectID(5737595ca150370f6ad05323),"O_Y_Eyes","neg"," jihad is important to every muslim, but what does it actually mean? URL URL",,
ObjectID(5737596aa150370f6ad05324),"IdemonsBrother","neutral"," my soundcloud: URL a new favorite: enrique iglesias - duele el corazon ft. wisin URL","Italy-Liguria",
ObjectID(5737596ca150370f6ad05325),"vizzowizzo","neg"," AT_USER : you look like a dyke AT_USER : i don't like a dyke","#TXST20",
ObjectID(5737597ea150370f6ad05326),"helendyke","neg"," AT_USER is it chloe dyke x",,
ObjectID(57375982a150370f6ad05327),"vizzowizzo","neg"," AT_USER AT_USER plot twist: i'm the dyke","#TXST20",
ObjectID(5737598ba150370f6ad05328),"sneksan","neg"," AT_USER i'm your god faggot bow down to me you new gen retard","1000-7",
ObjectID(5737599fa150370f6ad05329),"DianaXavier14","neutral"," itsnotradicaltosay deport illegals and syrian refugees stopislam | more - URL",,
ObjectID(573759a0a150370f6ad0532a),"ThePooty","neg"," AT_USER faggot","Probably in bed.",
ObjectID(573759b5a150370f6ad0532b),"NingSoeci","pos"," jihad recruiter free; teen's mom furious URL arogan arogansi | URL","Bogor Barat, West Java",
ObjectID(573759b8a150370f6ad0532c),"tvogvo","neutral"," AT_USER AT_USER AT_USER , stop the jihad invasion coming to your home! vote trump! end obama/clintoncrap",,
ObjectID(573759c1a150370f6ad0532d),"TommyDeeseL","neg"," AT_USER AT_USER AT_USER i guess he's even more of a heartless fuckin douche faggot punkass bitch pussy than i thought...","Moose Jaw, Saskatchewan",
ObjectID(573759c5a150370f6ad0532e),"AGhostler","neg"," AT_USER AT_USER do it faggot","Crusading Eternally Somewhere",
ObjectID(573759c8a150370f6ad0532f),"LowIQs","neg"," AT_USER that's the team to be in you fucking faggot","Massachusetts, USA",
ObjectID(573759cba150370f6ad05330),"Cdalexander96","neg"," AT_USER cus you're a faggot.","The Colony, TX",
ObjectID(573759cca150370f6ad05331),"bonnaire","neg"," it took me a long time to figure out what a dyke was? my teachers in gym in junior high were dykes. so you are 13 and they are staring.","SoCal and an ENFP",
ObjectID(573759d0a150370f6ad05332),"ravindrarathod2","neutral"," to stop love jihad do not take muslim admission in school , college and university thankyounamo","mumbai",
ObjectID(573759d7a150370f6ad05333),"spintirea","neg"," AT_USER stfu you fucking fat faggot !",,
ObjectID(573759d9a150370f6ad05334),"amisner2k","neutral"," AT_USER 27 racially-charged, condescending, faux questions presented in dramatic fashion in hopes of inspiring black racial jihad.","Bellingham, Washington",
ObjectID(573759d9a150370f6ad05335),"DukeJduke81","neg"," AT_USER dear sadiq , please go fuck yourself , you racist muslim terrorist sympathizer .... URL",,
ObjectID(573759e6a150370f6ad05336),"Bitagate","neutral"," it took this battle intensity to retake ramadi URL imagine what ill take to recapture london? URL","bitagate@gmail.com",
ObjectID(573759e7a150370f6ad05337),"NCVHonline","neutral"," laser atherectomy and balloon angioplasty for revascularization of totally occluded tibials by dr. jihad mustapha URL","Lafayette, LA",
ObjectID(573759f0a150370f6ad05338),"SirKorap","neutral"," four jihadists, one prison: all released by assad and all now dead via AT_USER URL","Łódź, Polska",
ObjectID(573759f7a150370f6ad05339),"Mirrrrrrrrrr_","neg"," cassy: ""hurry up and turn you faggot!",,
ObjectID(573759faa150370f6ad0533a),"WandererGirl20","neg"," AT_USER i don't give a 💩 about you,your opinion, or your alex faggot,",,
ObjectID(57375a00a150370f6ad0533b),"GoldGrillShawte","neg"," ion condone in that faggot sht..",,
ObjectID(57375a0aa150370f6ad0533c),"YFNjones","neutral"," these shells bigger than shark teeth take a chunk out you it'll bite niggas 😈😈 URL",,
ObjectID(57375a0ba150370f6ad0533d),"valerie20181","neg"," AT_USER faggot URL",,
ObjectID(57375a0ca150370f6ad0533e),"tvogvo","pos"," AT_USER AT_USER AT_USER AT_USER , stop the jihad invasion coming to your home! vote trump make america great again",,
ObjectID(57375a19a150370f6ad0533f),"morgkanee","neg"," update you're still a faggot 🤔","018",
ObjectID(57375a19a150370f6ad05340),"toadstoolfrags","neutral"," if you haven't seen it yet, muslims show they have conquered london, hence britain... stopislam URL","SWEDEN / SVERIGE",
ObjectID(57375a31a150370f6ad05341),"tvogvo","neutral"," AT_USER AT_USER AT_USER , stop the jihad invasion coming to your home! vote trump! end obama/clintoncrap",,
ObjectID(57375a40a150370f6ad05342),"footballdog80","neg"," AT_USER faggot",,
ObjectID(57375a44a150370f6ad05343),"WandererGirl20","neg"," AT_USER and i wouldn't even be tweeting anymore about the faggot if the same 3 twats didn't continue to @ me",,
ObjectID(57375a44a150370f6ad05344),"wesntex","neg"," AT_USER AT_USER the clinton's and the bush's r very evil! they brought the global jihad invasion with others URL","America? Hard to tell anymore",
ObjectID(57375a45a150370f6ad05345),"Faux_Goodell","neutral"," dude you took the bait. no one asked for my picture. i did it to see if you would @ me. fucking faggot URL","New York, NY",
ObjectID(57375a5ea150370f6ad05346),"fok1010","neg"," faggot URL","United States",
ObjectID(57375a61a150370f6ad05347),"ZipSquad_JihaD","neutral"," AT_USER AT_USER AT_USER trying to see where niggas is at. know we doing solos but thinking next moves. jihad","Wherever the Fuck You Ain't",
ObjectID(57375a63a150370f6ad05348),"WandererGirl20","neg"," AT_USER bitch they wont stop tweeting me tell ur cunt fandom to leave me a lone already idgaf about ur faggot boy",,
ObjectID(57375a6ba150370f6ad05349),"thisniggacaleb","neg"," not this bitch URL",,
ObjectID(57375a72a150370f6ad0534a),"redsoxrooters","neg"," AT_USER is a flaming faggot getblockedin5words","Fenway Park",
ObjectID(57375a79a150370f6ad0534b),"rider_ball","neg"," AT_USER quitters never win faggot","Cove Field",
ObjectID(57375a7ca150370f6ad0534c),"2chainzCano","neutral"," AT_USER AT_USER to the whole world it is faggot haha",,
ObjectID(57375a8aa150370f6ad0534d),"brysonznasty","neg"," AT_USER jerry you're being a faggot","Nacogdoches, TX",
ObjectID(57375a8ca150370f6ad0534e),"Ocexn","neg"," AT_USER hurry up and eat faggot","Stinkie Town, USA",
ObjectID(57375aa1a150370f6ad0534f),"yourbadpoetry","neutral"," you've been obsessed this long? 😟 URL","New York, NY",
