_id,username,userLocation,tweet,location
ObjectID(5742f210a150372632a22bae),"Pattyann48","Cuyahoga Falls Ohio"," AT_USER AT_USER AT_USER she will always be up to something! lol she's a nasty bitch by nature! zero credibility!",
ObjectID(5742f211a150372632a22baf),"BonhamNapoliogh","Corpus Christi"," lil kids forever asking ""do you have games on your phone""?.... bitch nooooooooo !!!!!",
ObjectID(5742f211a150372632a22bb0),"_theylovelexii","Fayetteville, NC"," AT_USER bc i am , why you speaking to another bitch for ? dont i give you everything you need/want ?",
ObjectID(5742f214a150372632a22bb1),"ANTlFatima","Casey, you ain't shit."," bitch sad  URL",
ObjectID(5742f215a150372632a22bb2),"tehcooon","smithville texas"," AT_USER nah u just a lil bitch",
ObjectID(5742f215a150372632a22bb3),"GeeBully_","North Lincolnshire"," so now we don't have a maths teacher,baring in mind we have two exams to sit,all because of a sad little bitch that has to lie for attention",
ObjectID(5742f216a150372632a22bb4),"qtiejongin","next to kim jongin "," sm you bitch",
ObjectID(5742f216a150372632a22bb5),"Cardoemym","San Francisco"," i hate when people text me hours later, trying to continue the conversation. bitch, the feeling is gone.",
ObjectID(5742f216a150372632a22bb6),"KingSmokeTMF",," 781 that the area code bitch",
ObjectID(5742f216a150372632a22bb7),"Anique_Mackey","with gang "," another bitch should never be able to tell me anything about my nigga that i didn't already know if that's the case you are not my nigga",
ObjectID(5742f216a150372632a22bb8),"Integralmathyt","Room 227, Hilbert Hotel"," AT_USER the one tactic that never stopped anything at anytime was playing bitch. it. does. not. work. ever.",
ObjectID(5742f217a150372632a22bb9),"HanaClemmings",," AT_USER lemme be your bitch.... URL",
ObjectID(5742f217a150372632a22bba),"GucciGunstrap","T3217H"," AT_USER AT_USER mean and fag",
ObjectID(5742f217a150372632a22bbb),"Kh_Lill",," money matters more denn ah bitch 💸💯",
ObjectID(5742f218a150372632a22bbc),"Wheres_Duubbie","Mummy Island"," i wnna give a bday shout out to one of my bestest friens AT_USER this bitch is now 21!! srry i cnt b there,i can't wait for tahoe tho luv!",
ObjectID(5742f219a150372632a22bbd),"absoluteagb","ᎠᎳ"," she's a flawless talented bitch and she knows it, just look at how she poses URL",
ObjectID(5742f219a150372632a22bbe),"jhainielyoo_","phixo | soshi"," someone called us bitches eventho were just walking along the road, bitch ur face",
ObjectID(5742f21aa150372632a22bbf),"_miatay","MIA"," dick sucking me : ugly bitch trait 😴‼️ URL",
ObjectID(5742f21ba150372632a22bc0),"LuhJxrsey","♡Rest Easy Grandad♡"," brooo im sleepy as a bitch",
ObjectID(5742f21ba150372632a22bc1),"ForeverQuincy_","W/ Quincy & Terrico ✊"," AT_USER shoulda beat that bitch up",
ObjectID(5742f21ba150372632a22bc2),"randycaputo","Vero Beach, Fl"," ha ha ha i never liked that bitch! URL",
ObjectID(5742f21ca150372632a22bc3),"mlyzfrnnn","06"," now that was one huge camel URL",
ObjectID(5742f21da150372632a22bc4),"_Antisocial_Af","United States"," good morning text don't mean shit if a bitch ain't",
ObjectID(5742f21da150372632a22bc5),"DoYouCri","Philadelphia, PA"," nba better suspend draymond green that dumb bitch",
ObjectID(5742f21da150372632a22bc6),"ohlemmor",," AT_USER ya bitch",
ObjectID(5742f21da150372632a22bc7),"chokedchain",," AT_USER stfu bitch URL",
ObjectID(5742f21ea150372632a22bc8),"MR_CAMARADERIE","-London-"," everything about that dumb bitch annoys me",
ObjectID(5742f21ea150372632a22bc9),"cghumm3",," when you know life's a bitch and that's not your girl",
ObjectID(5742f21ea150372632a22bca),"BettinaaPerez","Southwest"," yea ofcourse u too 😳 URL",
ObjectID(5742f21ea150372632a22bcb),"alysedanaeeee","New Orleans, LA"," AT_USER bitch get up",
ObjectID(5742f21ea150372632a22bcc),"KoriKnowsBest","gettin money fuckn bitches"," the gist of my horoscope for today: ur a bad bitch n if someone doesnt like u they jus wanna be u.",
ObjectID(5742f21fa150372632a22bcd),"sephmaichard","maichards heart"," AT_USER you're bitch sis",
ObjectID(5742f21fa150372632a22bce),"BonnieLeeSwagg","Devastating Reality."," them bitches still gon send em. rt AT_USER smart rt AT_USER send him nudes before another bitch does",
ObjectID(5742f21fa150372632a22bcf),"River_isCherge",," i lack conversation because i'm not interested bitch.",
ObjectID(5742f21fa150372632a22bd0),"_amymiddlemiss","carlisle // leeds"," happy birthday to my bestestestestestestest bitch, my day one gal always and forever💖 URL",
ObjectID(5742f21fa150372632a22bd1),"_OnlyKaylaa",," i peep the scenes okay. lol never gone have 1 up cus bitch i see you.",
ObjectID(5742f21fa150372632a22bd2),"longLivePnut",," never trust a bitch that calls everybody "" sis ",
ObjectID(5742f21fa150372632a22bd3),"akaSnoopyyy",," AT_USER AT_USER you should do it. stop being a bitch. 😂😂",
ObjectID(5742f220a150372632a22bd4),"uNIAcorn_",," i got bitch across my forehead. i must do",
ObjectID(5742f220a150372632a22bd5),"Adonnis__",," AT_USER foreal people be like ""that's petty "" naw what's petty is that you wasted my time bitch",
ObjectID(5742f220a150372632a22bd6),"ChandlerClark__",," sorry bitch... this is my parking spot, not yours",
ObjectID(5742f220a150372632a22bd7),"MaryBritishBoob",," choking choking a blonde bitch. real hardcore videos: URL URL",
ObjectID(5742f223a150372632a22bd8),"UFUKx1907","Vienna, Austria •"," the biggest bitch on zombie escape is ""bomec.",
ObjectID(5742f223a150372632a22bd9),"yograndmabitch",," AT_USER bitch i made a year in january 😒",
ObjectID(5742f223a150372632a22bda),"writeontrades","say hi to likes"," these people hatin on arzaylea have nothing to do with their own life like bitch let luke live and breathe you irrelevant asses",
ObjectID(5742f223a150372632a22bdb),"GimmieKiss__",," you could leave me on read but when you hmu saying your mother died ima leave you on read too bitch",
ObjectID(5742f223a150372632a22bdc),"kaonnaaaxjoy","fuck school"," when people sneeze and then shake your hand likeeeeee no bitch back the fuuuuuck up. URL",
ObjectID(5742f223a150372632a22bdd),"babefacegab",," bitches get 1 tattoo & think they tatted, bitch catch up",
ObjectID(5742f223a150372632a22bde),"nokonovalova384",," damn!!!, dodgydave, that's gotta bloody sting like a bitch..... more >> URL",
ObjectID(5742f226a150372632a22bdf),"Micro_Minipimp","414 "," roll up bitch URL",
ObjectID(5742f226a150372632a22be0),"TaeskiBandz"," W/ Sarai from JAYELO GANG✨"," ""didn't they tell you i was savage"" no more like stupid bitch 💀💀💀",
ObjectID(5742f226a150372632a22be1),"pariisashley","M A N I L A"," tangina AT_USER hoyyyy puta ka bitch wer r u!!!! y u no answer my chat stahp ignoring me -_-",
ObjectID(5742f227a150372632a22be2),"jais7inch","5/5 +dylan"," thanks bitch💜 URL",
ObjectID(5742f228a150372632a22be3),"orlovaxisqk",," bitch couldnt stoped URL",
ObjectID(5742f228a150372632a22be4),"hankwells25","NY585"," AT_USER AT_USER bitch was crazy lol",
ObjectID(5742f229a150372632a22be5),"laurennevin_","slytherin"," AT_USER i'm like 2 weeks late but preach it bitch",
ObjectID(5742f22aa150372632a22be6),"stompingbot","[CLASSIFIED INFORMATION]"," cerabella is a little bitch",
ObjectID(5742f22aa150372632a22be7),"___sneakyk","lIfe's good minus the bs.. "," if you lose me you fucked up 😲 bitch i'm great 😂",
ObjectID(5742f22aa150372632a22be8),"__ashleymacias","kansas city"," bitch, i know if you're talking about me. you aren't slick",
ObjectID(5742f22ba150372632a22be9),"BryannaNicole__","BROWARD "," bitch i got weed",
ObjectID(5742f22da150372632a22bea),"Ghost_TheHost","Philadelphia, PA"," bitch don't talk to me bout yo dude, i'm not a counselor, i'm a dick thrower",
ObjectID(5742f22da150372632a22beb),"UpskirtHoneys",," punish bitch gets punished by two monster dicks – brutal porn – access it here URL extremeporn URL",
ObjectID(5742f22da150372632a22bec),"whtgxby","cloud 10 in the M"," we know we funny bitch we're hilarious 😜😂",
ObjectID(5742f22ea150372632a22bed),"FilthyRich_101",," yeah bitch you got my old freak 😩😭😭 URL",
ObjectID(5742f22fa150372632a22bee),"TrueLemonBot","fighting the nonbelievers"," bbl (bitch be lemons)",
ObjectID(5742f230a150372632a22bef),"Paco_Brenn",," yard for my dog a crib for my main bitch",
ObjectID(5742f230a150372632a22bf0),"zellkrism","Kota Kinabalu · Beluran"," my resting bitch face is my trademark.",
ObjectID(5742f231a150372632a22bf1),"AntonioPignone","London"," ""ain't you ever seen a princess be a bad bitch?"" has to be one of the best pop lyrics of all time AT_USER !!",
ObjectID(5742f231a150372632a22bf2),"Asian_beautyyy",," 😭😭bitch i'm off tomorrow & wed URL",
ObjectID(5742f232a150372632a22bf3),"_Marrcuss","Wake Forest, NC"," old bitch rip a bong better than i do lol 💀 URL",
ObjectID(5742f234a150372632a22bf4),"antonaccilex",," AT_USER AT_USER bitch you better be in gym today",
ObjectID(5742f234a150372632a22bf5),"greasrs",," AT_USER bitch where r u",
ObjectID(5742f235a150372632a22bf6),"kunpikook","fia ♡( ›◡ु‹ )♡ ; PU7A"," im so happy that conyo bitch (fia) left the group chat!",
ObjectID(5742f235a150372632a22bf7),"niyaaaax_",," my bitch gorgeous in thee face 😍 .",
ObjectID(5742f235a150372632a22bf8),"littlekekoo",," 😂 no bitch we need to put them on tv they look like the starving kids of africa URL",
ObjectID(5742f235a150372632a22bf9),"LxrdKazekage","FLA TO ATL"," like a full-fledged bitch URL",
ObjectID(5742f236a150372632a22bfa),"SaundraTeenBoob",," teen young teen bitch image girlfriend URL",
ObjectID(5742f237a150372632a22bfb),"40znshorties","Yharnam"," trust no bitch and fear no man",
ObjectID(5742f237a150372632a22bfc),"DJInfamousATL","ATLANTA, GA"," move bitch‼️ luda, 50‼️ @ drai's beach club nightclub URL","{ ""type"" : ""Point"", ""coordinates"" : [ 36.11502, -115.17179 ] }"
ObjectID(5742f238a150372632a22bfd),"nuggetglitter","OnTheRoadAgain11thFeb2015"," favorite AT_USER song; either superficial bitch or fat chicks 😍😍",
ObjectID(5742f239a150372632a22bfe),"ErbodyHatesKay","Daytona Beach, FL"," i'll creep a bitch on they tippy toes y'all don't wanna play this backdoor shit. 😏",
ObjectID(5742f239a150372632a22bff),"PaperChasinAj","Broward County ⛽️"," my bitch the color of cocaine 🍚👸🏻😍",
ObjectID(5742f23ca150372632a22c00),"sarahkd89","Ireland"," AT_USER AT_USER bitch evelyn",
ObjectID(5742f23da150372632a22c01),"CathyTeenBitch",," teens young teen bitch image teenbitch URL",
ObjectID(5742f23da150372632a22c02),"Maeannrondina","Cebu City, Central Visayas"," brn bitch 😂😒 URL",
ObjectID(5742f23da150372632a22c03),"CiceroaSteven",," sammy is a bitch i swear",
ObjectID(5742f23da150372632a22c04),"Justo_Ls","Chiraq, Illinois"," i sholl seen a pic today like wtf dude feeding her big bitch 😂😂",
ObjectID(5742f23da150372632a22c05),"t_slns","My World"," just remember someone cares about you not me cause i couldn't give 2 fucks about yo punk bitch ass but someone does though",
ObjectID(5742f23da150372632a22c06),"Nws_book","Pittsburgh, PA "," can't fucc no bitch that's fuccn wit my dawg",
ObjectID(5742f23ea150372632a22c07),"maeganneroxanne",," damn.. monday's are a bitch 🙄💀",
ObjectID(5742f23ea150372632a22c08),"UnkleStrats","zew/atl"," so sexually underwhelmed like tf bitch?",
ObjectID(5742f23ea150372632a22c09),"taconihgt","in the devil's balls"," AT_USER love me fag URL",
ObjectID(5742f243a150372632a22c0a),"CaponeGirl600","1⃣2⃣.2⃣7⃣.1⃣9⃣9⃣3⃣❤️"," bitch you can't play me period",
ObjectID(5742f243a150372632a22c0b),"jon_mariz",," AT_USER bitch 😂",
ObjectID(5742f243a150372632a22c0c),"Br2_x33","Worcester, Massachusetts"," go back to bed bitch 😭😭😭😂😂😂😂 URL",
ObjectID(5742f244a150372632a22c0d),"dburks24","Randolph County Raised me "," y'all really call everything gay nowadays if a dude playin da game wit his boys he childish and gay like bitch ain talkin to u all day ni!",
ObjectID(5742f244a150372632a22c0e),"aliciathiboutot","Fall River, MA"," omg u got to copy me now my dresses and shoes damn jealous bitch",
ObjectID(5742f244a150372632a22c0f),"csymatha913",," i was stealing his main bitch.",
ObjectID(5742f244a150372632a22c10),"MyHotGFUlla",," teens young teen bitch image teenbitch URL",
ObjectID(5742f244a150372632a22c11),"Esean_","Fenkell & Wyoming Area. 48238"," bitch you don't get no pussy URL",
ObjectID(5742f245a150372632a22c12),"meechyelcamino","Buffalo Nigga"," i wont even buy a bitch taco in a bag if she not my girl",
ObjectID(5742f245a150372632a22c13),"sirtoppp","Santo Domingo, Dominican Republic"," gone be miserable going back to your old bitch after me.. she not gone give you the same vibes i did🙃",
ObjectID(5742f246a150372632a22c14),"littlelexypooh",," hot bitch fell in my lap like cappuccino ☕️",
ObjectID(5742f246a150372632a22c15),"Naedoesbetter","WAMF❣"," wish a bitch would URL",
ObjectID(5742f247a150372632a22c16),"jordenleigh_",," insecure ass females.🙌🏽😅 be threatened by me then bitch, it's a compliment toward me.🙏🏼🙏🏼 but ain't nobody want your nigga.😈",
ObjectID(5742f247a150372632a22c17),"gladvillian","HTXーPVD"," ""mean and a fag",
ObjectID(5742f247a150372632a22c18),"_miatay","MIA"," you can't pay me to hate on another bitch 💯",
ObjectID(5742f249a150372632a22c19),"RonnaAf8bba",," mature sexygirls bitch tits i work sex a model! 🎉 i talk with men 🔞 ➡➡ URL URL",
ObjectID(5742f249a150372632a22c1a),"Radevengers","Malaysia"," AT_USER lol sure you havent heard anti too all based on her past experience so bye bitch😂. petition to get selena to vocal class pls 🙌✔",
ObjectID(5742f249a150372632a22c1b),"GlennaPeale",," followfriday but seriously, that bitch is fine! snapchat - selfieshots. URL",
ObjectID(5742f249a150372632a22c1c),"jensscrapsco","Colorado"," not on the table bitch coaster set travertine.. URL bestofetsy naturalstonecoasters URL",
ObjectID(5742f24ba150372632a22c1d),"HassnainAraby","peterborough/york"," AT_USER hahahaha what a lil bitch, idk why some people get so petty over stupid shit 😭",
ObjectID(5742f24ca150372632a22c1e),"briannarobles_","T.P ❤️"," week before week of. URL",
ObjectID(5742f24ca150372632a22c1f),"ohgawwdjass",," bitches kant compete where they cannot compare , all these ugly hoes against me , am i pos to fucking care ? bitch where ? 😂💅🏽💯",
ObjectID(5742f24ca150372632a22c20),"aayojai",," bitch i jus want da money.",
ObjectID(5742f24da150372632a22c21),"aphrxdisivc","purgatory"," girls do the same shit endlessly. the same reason the next bitch achieved your man is the same way you got him. karma is a bad lady 🤐🤐",
ObjectID(5742f24ea150372632a22c22),"Lah_Lyric",," AT_USER AT_USER AT_USER AT_USER bitch go back t sleep 😂💀🗣",
ObjectID(5742f24ea150372632a22c23),"realtrillhooper","Mississippi, USA"," fuck a lame bitch",
ObjectID(5742f24ea150372632a22c24),"proptey_smirnn2",," plow and pump me like your sweet bitch URL",
ObjectID(5742f24ea150372632a22c25),"MR_CAMARADERIE","-London-"," the bitch looked like she had a 6 year old design her outfit",
ObjectID(5742f24ea150372632a22c26),"RebeccaBrodie1","Sanctuary Lakes"," sevenyearswitch what's with jackie's cats arse face 😩😩talk about resting bitch face 😁😁",
ObjectID(5742f250a150372632a22c27),"RaneyHinsongjd",," don't ""k"" me you bitch",
ObjectID(5742f250a150372632a22c28),"MalcolmForsberg","Göteborg, Sverige"," AT_USER again, this is not playing the bitch. this is avoiding war by not trying to escalate it over something fairly irrelevant.",
ObjectID(5742f250a150372632a22c29),"RedCupsUp","All over"," if this bitch was any dumber i think i'd have to water her",
ObjectID(5742f251a150372632a22c2a),"adriknows","girlsville"," fucking basic white bitch named ass mexican lookin ass hoe",
ObjectID(5742f252a150372632a22c2b),"lairbiagini","São Paulo, Brasil"," AT_USER just great video on dilma rousseff. unfortunatelly that's how we feel. a big joke. soon we will get rid of that bitch",
ObjectID(5742f252a150372632a22c2c),"JosephKWard",," i want a guy that will spoil me and get me diamond rings"" nah, you need a career as well as some independence for yourself bitch",
ObjectID(5742f252a150372632a22c2d),"whygabbywhy",," everyday this boy literally bout to break his damn neck tryna look at me like bitch take a picture it will last longer i swear",
ObjectID(5742f254a150372632a22c2e),"kimbeehive","Brooklyn/Hollyhood"," bitch i said the same thing!!!! 😭 URL",
ObjectID(5742f254a150372632a22c2f),"erwinmarin5",," AT_USER u nothin but a lil bitch",
ObjectID(5742f254a150372632a22c30),"asvpsmitty_","Turn On Notifications"," AT_USER u a bitch",
ObjectID(5742f254a150372632a22c31),"yoochazz","minding my own business"," bitch URL",
ObjectID(5742f255a150372632a22c32),"SharuniGaneson","Malaysia"," AT_USER get we aren't disgusting like you alright ugh bitch much",
ObjectID(5742f255a150372632a22c33),"tgescvop4",," submissive bitch fucked by bbc in front of white cuckold URL",
ObjectID(5742f256a150372632a22c34),"therealAP_","mia✌✈️️gainesville shawty✨"," damn lud foe now i gotta delete all yo music off my soundcloud, pose to be a real nigga you a real bitch outchea!!",
ObjectID(5742f256a150372632a22c35),"maddsmoneyy","6/8/13"," haven't been in my first period prolly in like two weeks and i'm taking a test? this bitch wants me to fail",
ObjectID(5742f257a150372632a22c36),"KarlPorwood",," AT_USER can i work for you as a promotional bitch to get ppl to vote? x",
ObjectID(5742f258a150372632a22c37),"kateslagle","West Virginia"," bitch it's 8am why are you even getting ice cream",
ObjectID(5742f259a150372632a22c38),"alexaaaangel",," at starbucks the barista asks the girl what her name is. she goes who's name? mine? this bitch. act like you've been here before. do more",
ObjectID(5742f25ba150372632a22c39),"margoushka27","Prishtinë // Strasbourg"," guys who use words like hoe, whore, bitch, or slut piss me off. these words were created to shame women, dont use them if you're not one.",
ObjectID(5742f25ba150372632a22c3a),"ABY_LaRubia",," yes pendeja cause these niggas have gone straight bitch",
ObjectID(5742f25ba150372632a22c3b),"babyygirlash","Houston, TX"," ""i'm a bad bitch you can't kill me"" me 💀😭 URL",
ObjectID(5742f25ca150372632a22c3c),"TeenGFLiza",," teen young teen bitch image teenbitch URL",
ObjectID(5742f25ca150372632a22c3d),"BrokenTeenLou",," bitch young teen bitch image girlfriends URL",
ObjectID(5742f25da150372632a22c3e),"Lilrissa_",," nigga* & that's 💯 URL",
ObjectID(5742f25da150372632a22c3f),"niaajoi",," bitch don't you play me don't you try me",
ObjectID(5742f25ea150372632a22c40),"RobinOfSweden","Good ol' Sweden"," AT_USER stfu you virgin bitch. you know damn well i'm going to prepare my transition into a transgender war helicopter.",
ObjectID(5742f25fa150372632a22c41),"AdrianaMonee","Raleigh , North Carolina"," this use to be my movie bitch i always forgot the name of it URL",
ObjectID(5742f261a150372632a22c42),"BallinIsLife95","FloGrown "," bag after bag on yo bitch ass 💰💰💰",
ObjectID(5742f261a150372632a22c43),"ConeyTeen",," amateur amateur bitch having both holes banged! get access here: URL URL",
ObjectID(5742f264a150372632a22c44),"hasinnah_s","manila philippines"," please don't fight just because of that little bitch muke",
ObjectID(5742f264a150372632a22c45),"NoHoesTrell","WV"," yu on that opp shit get mob stick bitch",
ObjectID(5742f264a150372632a22c46),"zcj51878",," adult,porn URL xxx sex sexy porn hotgirl",
ObjectID(5742f264a150372632a22c47),"MAMAMOOTEXTS","mods linds and soeri"," wheein: do we have any whipped cream hwasa: did someone say whipped!!!! wheein: bitch get your bdsm 50 shades loving ass outta here",
ObjectID(5742f264a150372632a22c48),"dark_soul_is_me","14 irl guys "," AT_USER yas bitch todays my last day of school!!! ^-^ yaaaaay!!!!!!",
ObjectID(5742f267a150372632a22c49),"Nikki_Reis12",," happy birthday you bad bitch💕👑 AT_USER URL",
ObjectID(5742f267a150372632a22c4a),"alyssamabryyy",," my bitch so bad she need her ass whooped 👑💁🏽😏",
ObjectID(5742f267a150372632a22c4b),"SkippyCoD","NSW, Australia. ADSL1 Ville"," AT_USER AT_USER i'll be waiting pusc ass bitch",
ObjectID(5742f268a150372632a22c4c),"maxwelljheid",," AT_USER curious little bitch",
ObjectID(5742f26aa150372632a22c4d),"boredinohio2","Ohio"," the original bitch long may she reign URL",
ObjectID(5742f26aa150372632a22c4e),"CrazedNancy","Botswana"," now what bitch want it!? coz that bitch get it! i gave him to you bitch! don't fucken forget it!",
ObjectID(5742f26aa150372632a22c4f),"emindaho","SHINee World "," still dress up you mah bitch",
ObjectID(5742f26aa150372632a22c50),"yxngb","tx"," bitch i'm ready for tmnt: out of the shadows",
ObjectID(5742f26aa150372632a22c51),"simiyaaaz","Eastcrew familia"," bye bitch",
ObjectID(5742f26aa150372632a22c52),"_deairra","w/ dasha ❤️❣"," , 😭😭 wya ? i'm rey get off URL",
ObjectID(5742f26ba150372632a22c53),"selenasbucky","maria's pussy"," why is everyone complaining about having like 2 days of school left shut up bitch i have 25",
ObjectID(5742f26ca150372632a22c54),"Asiaababy23",," always give credit when it's due🙌🏾 URL",
ObjectID(5742f26da150372632a22c55),"bellaslegacy","05/01||09/27||03/20"," bitch please, have you met john cena? URL",
ObjectID(5742f26ea150372632a22c56),"GangbangErotic",," teen young teen bitch image girlfriends URL",
ObjectID(5742f26ea150372632a22c57),"dvnnybadasss","Detroit"," today is my bitch birthday 🤑",
ObjectID(5742f26fa150372632a22c58),"kaylecantrell","Columbus, Ohio"," probably fucked ur bitch (but probably not) URL",
ObjectID(5742f26fa150372632a22c59),"Youngglocka","Brothers PL"," AT_USER i was just so happy😂 but this dumb bitch blowing me baby sis",
ObjectID(5742f26fa150372632a22c5a),"takoyakiwinner",," what is this bitch foing what is this snsjjs who told him that this is okay who in the right mind URL",
ObjectID(5742f26fa150372632a22c5b),"olddiirtyshirt","us navy"," the bitch dresses half naked all the time...... lmao",
ObjectID(5742f26fa150372632a22c5c),"iztokgartner",," it's britney bitch! britneyonbbmas britneyspears bbmas URL",
ObjectID(5742f270a150372632a22c5d),"sIspsucksleak",," i see sha is pressed URL",
ObjectID(5742f270a150372632a22c5e),"choosy_15","Mars "," i'm tried then a bitch",
ObjectID(5742f271a150372632a22c5f),"lamarflawless","floriughh"," i don't want to be here but bitch i look so cute",
ObjectID(5742f273a150372632a22c60),"wtvrlex","rosewood"," a bitch is hungry",
ObjectID(5742f273a150372632a22c61),"inesdolan","Geneva, Switzerland CH"," ain't you ever seen a princess be a bad bitch? URL",
ObjectID(5742f273a150372632a22c62),"6ensation","1UNIT SOLDIER"," bitch, i'm too wavey you could never replace me.",
ObjectID(5742f274a150372632a22c63),"keshika3",," like bitch just do your fucking job ...",
ObjectID(5742f274a150372632a22c64),"dutchiepalma",," got my baby mother and side bitch kissing ❤️😩😍😘",
ObjectID(5742f276a150372632a22c65),"IllestElsa","DMV"," nah , but if a bitch wanna be petty let's be petty URL",
ObjectID(5742f276a150372632a22c66),"bufffahoe","not in a butthole"," bitch this bus has wifi",
ObjectID(5742f276a150372632a22c67),"erickson_aria",," she killed that bitch 😫😂 URL",
ObjectID(5742f277a150372632a22c68),"LilaOrtega12","New Orleans, LA"," bored? horny? join me on: URL kik videos bitch camsfree URL",
ObjectID(5742f277a150372632a22c69),"Phenom_Odoi","Lusaka City"," AT_USER yes that bitch! her face always looks like she ate something bitter.",
ObjectID(5742f278a150372632a22c6a),"leighstoubia",," bitch come here for 3-4 montns 🗣🗣🗣 URL",
ObjectID(5742f278a150372632a22c6b),"wmariah33",," i hate when girls but there conversations online like bitch ...no one gives a shit.",
ObjectID(5742f278a150372632a22c6c),"_JayBillzz","No location"," peer pressure is a bitch huh?",
ObjectID(5742f278a150372632a22c6d),"Butsy75","Redhill, England"," AT_USER AT_USER AT_USER AT_USER AT_USER jamo you punk bitch download the game and where was matt !!!",
ObjectID(5742f279a150372632a22c6e),"ohhimilly","naked somewhere wbu"," smoke in ones eye is a bitch",
ObjectID(5742f279a150372632a22c6f),"RheaSales_24","Philippines"," back off bitch./. cause he's already mine only mine ./.",
ObjectID(5742f27aa150372632a22c70),"saquelynarianna",," my mama is such a dumb bitch",
ObjectID(5742f27ba150372632a22c71),"BivensRobbins",," miami anal bitch coitus in her ass URL",
ObjectID(5742f27ca150372632a22c72),"YgMarkAnthony",," AT_USER shut yo gay ass up fucking fag",
ObjectID(5742f27da150372632a22c73),"JaQualyne_","Pearland, TX"," why not bitch you better shave that shit 😂😂😂😂 URL",
ObjectID(5742f27ea150372632a22c74),"queenmonti","the corner"," what is this bullshit 😂😂 URL",
ObjectID(5742f27ea150372632a22c75),"DevonBiddle",," i can't believe i still know the theme tune by heart omf URL",
ObjectID(5742f27ea150372632a22c76),"The_President10","In a confession booth, RSA."," hahahahaha ain't that a bitch. you talk shit, and the facts comes out. lol....",
ObjectID(5742f27ea150372632a22c77),"jayytheprincess","Illinois"," pandora be pissin me off like bitch this is 90s r&b i dont want to hear shit off of lemonade and anti😡😡😡😡",
ObjectID(5742f27ea150372632a22c78),"IzzeOnGo","Broward County "," ""2 things i've never seen...a flying saucer or a bitch i need"" 😭💯 URL",
ObjectID(5742f27ea150372632a22c79),"Been_Afficial",," da boss man got one more smart comment to say to me and ima spazz on his bitch ass....to early for dat bullshit...",
ObjectID(5742f27fa150372632a22c7a),"lenneciaa",," AT_USER happy birthday bitch 🤗🎈",
ObjectID(5742f281a150372632a22c7b),"MkyJFrrll","Manchester"," AT_USER bitch, don't let our donkey hear you hatin' on it.",
ObjectID(5742f281a150372632a22c7c),"Renisa_Hndyni",," bitch better have my money",
ObjectID(5742f281a150372632a22c7d),"Sheaintjb","Harper Woods MI,"," i don't be giving a fuck if i never hear from a bitch again won't catch me calling anyway 😭😭",
ObjectID(5742f281a150372632a22c7e),"SaundraTeenBoob",," bitch young teen bitch image teenwhore URL",
ObjectID(5742f285a150372632a22c7f),"Motonltc",," i'm tired of fat hoes calling themselves ""thick"". bitch, yo fat ass can't even bend over and touch your toes without falling",
ObjectID(5742f285a150372632a22c80),"IllestElsa","DMV"," helping that bitch beat my ex bff ass URL",
ObjectID(5742f285a150372632a22c81),"cromartieUSA","U S A"," AT_USER thinks he's tough but when kd was gonna dunk on his he wouldn't even defend-ran like a bitch. 😂 AT_USER AT_USER weak",
ObjectID(5742f285a150372632a22c82),"DreaBeLike_","حيث السماء إنتهاء"," trebled-negrita-princess: the-troynicole-experience: the-bitch-goddess-success: men tell their daughters... URL",
ObjectID(5742f285a150372632a22c83),"brehhhh__","region of the summer stars"," ain't u ever seen a princess be a bad bitch 🎶",
ObjectID(5742f286a150372632a22c84),"GodOfDepression","AMIRica"," ur a bitch gigi don't do that me and kendall are in the middle of an argument it's unwise for anyone to jump in",
ObjectID(5742f286a150372632a22c85),"Beautiful_L","HOLLYGROVE, USA"," u need a bitch that listens to biggie while putting on her lipstick in the morning. hi i'm l.",
ObjectID(5742f286a150372632a22c86),"HittaTk",," all i nee URL",
ObjectID(5742f288a150372632a22c87),"giIizzIe","Los Angeles, CA"," AT_USER thnx bitch",
ObjectID(5742f288a150372632a22c88),"tennagegurl","Mexico City"," that bitch knows everything i hear. URL",
ObjectID(5742f289a150372632a22c89),"1rocksolid_","Bowen Homes My Birth Place"," next time ima make sure my next bitch ain't weak minded like the last onewas",
ObjectID(5742f289a150372632a22c8a),"isaacpalileo","Winnipeg,CA"," AT_USER can't even spell right go back to 1st grade you lil fag",
ObjectID(5742f28da150372632a22c8b),"_tameshaa",," AT_USER bitch on twitter but can't kik back ...",
ObjectID(5742f28da150372632a22c8c),"Almighty_Flash5",," i want a bitch older than 40. them the ones who fuck you then make you some lunch 💯😈",
ObjectID(5742f28da150372632a22c8d),"melaninglow","#AllBlackLivesMatter"," today was my last day URL",
ObjectID(5742f28da150372632a22c8e),"NotRapd2Tite","badubatron"," bitch 🤔 URL",
ObjectID(5742f28ea150372632a22c8f),"breychelleboado",," AT_USER pm me bitch!",
ObjectID(5742f28ea150372632a22c90),"racreole","N'awlins⚜"," that explains 🤔💀 URL",
ObjectID(5742f28ea150372632a22c91),"Aus7inn",," this bitch is insane",
ObjectID(5742f28fa150372632a22c92),"DaHawg22","Florida"," when they pretty like this,they usually dont like em black and ugly like me 😂😂,she made an… URL",
ObjectID(5742f290a150372632a22c93),"exitbap","seungyoon yongguk junhong"," bitch URL",
